Customer_ID,Age,Gender,Marital_Status,Dependents,Education,Employment_Status,Annual_Income,Loan_Amount,Loan_Term,Credit_History,Property_Area,Existing_Loan,Debt_to_Income_Ratio,Late_Payments,Loan_Default
CUST1069,56,Female,Married,0,Graduate,Employed,1084555,313619,60,N/A,Semiurban,0,0.16,2,0
CUST1070,34,Female,Divorced,3,Graduate,Self-employed,1160930,584335,24,N/A,Semiurban,0,0.51,1,1
CUST1071,51,Female,Divorced,0,Not Graduate,Unemployed,336659,520908,48,0.0,Rural,1,0.1,1,1
CUST1072,35,Male,Widowed,1,Not Graduate,Self-employed,676964,408101,48,0.0,Urban,0,0.11,1,1
CUST1073,28,Male,Widowed,2,Not Graduate,Unemployed,936699,137599,36,1.0,Urban,0,0.57,0,1
CUST1074,34,Female,Divorced,3,Graduate,Employed,1338368,98444,36,0.0,Urban,1,0.14,0,1
CUST1075,43,Female,Married,0,Not Graduate,Self-employed,1035471,237920,12,1.0,Semiurban,1,0.28,0,0
CUST1076,60,Female,Divorced,1,Not Graduate,Self-employed,1254664,399002,12,1.0,Urban,0,0.67,0,1
CUST1077,41,Female,Widowed,3,Not Graduate,Employed,562793,245928,36,1.0,Semiurban,1,0.69,1,1
CUST1078,36,Female,Divorced,3,Graduate,Self-employed,242044,261540,72,0.0,Semiurban,1,0.2,1,1
CUST1079,38,Female,Married,3,Not Graduate,Unemployed,916748,424041,24,1.0,Rural,1,0.44,0,1
CUST1080,44,Female,Single,2,Not Graduate,Unemployed,1390191,487455,72,0.0,Rural,1,0.44,3,1
CUST1081,46,Female,Married,0,Graduate,Unemployed,1251581,484159,60,1.0,Urban,1,0.37,0,1
CUST1082,45,Male,Married,0,Not Graduate,Self-employed,478364,112559,48,1.0,Urban,1,0.65,0,1
CUST1083,61,Male,Widowed,3,Graduate,Self-employed,1357567,343236,12,N/A,Semiurban,1,0.55,3,1
CUST1084,49,Male,Married,3,Not Graduate,Unemployed,232696,261591,36,1.0,Rural,1,0.56,0,1
CUST1085,35,Female,Married,3,Graduate,Self-employed,935043,399968,48,0.0,Rural,0,0.26,0,1
CUST1086,21,Female,Widowed,1,Graduate,Unemployed,770669,358904,72,1.0,Semiurban,0,0.36,1,1
CUST1087,45,Female,Widowed,3,Graduate,Employed,331148,56476,12,1.0,Urban,1,0.39,2,0
CUST1088,27,Male,Single,2,Not Graduate,Unemployed,566200,148138,12,0.0,Urban,1,0.28,0,1
CUST1089,29,Female,Divorced,0,Not Graduate,Employed,1398594,303033,24,1.0,Semiurban,0,0.16,0,0
CUST1090,44,Male,Married,2,Graduate,Employed,676708,157620,12,1.0,Rural,0,0.18,2,0
CUST1091,21,Female,Widowed,3,Graduate,Employed,1420368,166070,60,1.0,Semiurban,0,0.21,0,0
CUST1092,64,Male,Single,1,Graduate,Unemployed,556817,125498,12,1.0,Semiurban,0,0.22,3,1
CUST1093,28,Male,Divorced,3,Graduate,Unemployed,714513,78439,60,1.0,Urban,0,0.25,0,1
CUST1094,44,Male,Widowed,3,Graduate,Self-employed,474006,53400,72,1.0,Rural,1,0.25,0,0
CUST1095,31,Female,Divorced,3,Graduate,Self-employed,825703,139976,24,0.0,Urban,1,0.37,1,1
CUST1096,37,Male,Divorced,3,Graduate,Employed,268273,293305,60,1.0,Urban,0,0.41,0,0
CUST1097,28,Female,Married,3,Graduate,Unemployed,569992,74610,72,1.0,Rural,1,0.29,0,1
CUST1098,55,Female,Married,0,Graduate,Self-employed,270185,331872,48,0.0,Urban,0,0.64,3,1
CUST1099,55,Female,Widowed,2,Graduate,Self-employed,907649,533055,12,0.0,Semiurban,0,0.43,1,1
CUST1100,53,Female,Divorced,1,Graduate,Self-employed,582968,551492,36,1.0,Semiurban,1,0.57,2,1
CUST1101,25,Female,Widowed,3,Graduate,Unemployed,207799,313772,36,1.0,Rural,1,0.65,0,1
CUST1102,62,Male,Widowed,1,Not Graduate,Self-employed,984492,417212,60,1.0,Semiurban,1,0.2,0,0
CUST1103,59,Female,Divorced,0,Graduate,Employed,1031579,468596,24,1.0,Semiurban,1,0.36,0,0
CUST1104,61,Female,Widowed,2,Not Graduate,Unemployed,847987,472139,60,1.0,Semiurban,0,0.36,0,1
CUST1105,48,Female,Divorced,3,Not Graduate,Self-employed,749435,346202,72,0.0,Semiurban,1,0.31,1,1
CUST1106,27,Female,Divorced,0,Not Graduate,Self-employed,1221167,246150,72,1.0,Urban,0,0.11,0,0
CUST1107,29,Female,Divorced,0,Graduate,Unemployed,220914,200042,60,1.0,Semiurban,1,0.59,5,1
CUST1108,28,Male,Divorced,2,Not Graduate,Self-employed,1050131,351035,60,1.0,Rural,1,0.17,1,0
CUST1109,32,Male,Single,3,Graduate,Self-employed,471759,478534,48,1.0,Urban,0,0.7,0,1
CUST1110,54,Female,Divorced,2,Not Graduate,Employed,1299361,420577,72,1.0,Semiurban,0,0.56,0,1
CUST1111,53,Male,Married,2,Graduate,Unemployed,550733,99108,48,0.0,Semiurban,0,0.45,2,1
CUST1112,43,Male,Married,1,Graduate,Self-employed,431129,453073,60,1.0,Rural,1,0.19,0,0
CUST1113,44,Female,Married,1,Not Graduate,Unemployed,1095850,466729,24,1.0,Urban,0,0.41,0,1
CUST1114,57,Male,Divorced,2,Not Graduate,Unemployed,1324607,597881,12,1.0,Semiurban,1,0.26,2,1
CUST1115,55,Female,Married,1,Graduate,Employed,1340394,400363,72,1.0,Rural,0,0.25,0,0
CUST1116,64,Male,Single,0,Not Graduate,Employed,585096,414188,36,1.0,Urban,0,0.6,3,1
CUST1117,60,Male,Widowed,2,Graduate,Unemployed,724434,371130,48,1.0,Urban,1,0.33,1,1
CUST1118,42,Male,Divorced,3,Graduate,Employed,962430,406858,72,1.0,Semiurban,1,0.37,1,0
CUST1119,47,Female,Married,3,Graduate,Employed,1151449,503764,12,0.0,Rural,0,0.61,0,1
CUST1120,55,Male,Single,0,Not Graduate,Self-employed,1358398,456798,48,1.0,Rural,0,0.15,3,1
CUST1121,21,Male,Widowed,3,Graduate,Employed,1481374,370109,72,1.0,Semiurban,1,0.46,0,0
CUST1122,55,Female,Single,3,Graduate,Employed,1251170,289027,48,1.0,Semiurban,1,0.45,2,0
CUST1123,57,Female,Married,2,Graduate,Self-employed,388727,487160,48,1.0,Semiurban,0,0.36,2,0
CUST1124,34,Male,Single,0,Graduate,Self-employed,413756,242259,60,1.0,Rural,0,0.6,2,1
CUST1125,23,Female,Widowed,2,Not Graduate,Unemployed,846812,134724,60,1.0,Urban,1,0.67,2,1
CUST1126,21,Male,Married,0,Not Graduate,Employed,882931,581892,48,1.0,Semiurban,0,0.38,0,0
CUST1127,25,Male,Widowed,2,Not Graduate,Self-employed,702912,286515,48,1.0,Semiurban,0,0.37,1,0
CUST1128,46,Female,Single,2,Not Graduate,Employed,1048229,557731,36,1.0,Urban,1,0.4,1,0
CUST1129,34,Female,Divorced,1,Graduate,Unemployed,768225,470506,12,1.0,Urban,0,0.53,0,1
CUST1130,59,Female,Divorced,3,Graduate,Employed,941898,549348,12,1.0,Rural,1,0.5,2,0
CUST1131,47,Male,Divorced,0,Graduate,Employed,522195,252811,24,0.0,Semiurban,1,0.23,1,1
CUST1132,29,Female,Divorced,3,Graduate,Employed,661118,152318,24,1.0,Rural,0,0.14,1,0
CUST1133,35,Male,Widowed,1,Graduate,Self-employed,801278,161376,24,1.0,Urban,1,0.67,1,1
CUST1134,35,Female,Divorced,0,Graduate,Self-employed,821597,423502,60,0.0,Semiurban,1,0.26,3,1
CUST1135,46,Male,Widowed,1,Not Graduate,Unemployed,1455416,184577,60,1.0,Rural,1,0.48,3,1
CUST1136,62,Female,Married,3,Graduate,Employed,1408687,484694,36,1.0,Rural,0,0.6,2,1
CUST1137,33,Male,Divorced,2,Graduate,Unemployed,1240100,410713,60,1.0,Urban,0,0.28,1,1
CUST1138,52,Female,Widowed,1,Graduate,Unemployed,237459,321642,24,1.0,Semiurban,0,0.48,0,1
CUST1139,59,Male,Divorced,1,Not Graduate,Self-employed,1387317,368401,72,0.0,Rural,1,0.16,1,1
CUST1140,52,Female,Divorced,2,Graduate,Employed,420821,237130,48,1.0,Rural,1,0.68,2,1
CUST1141,24,Female,Divorced,3,Graduate,Employed,939176,136995,24,1.0,Urban,0,0.13,0,0
CUST1142,50,Male,Widowed,1,Graduate,Unemployed,284985,165498,36,1.0,Semiurban,0,0.36,2,1
CUST1143,57,Female,Single,3,Not Graduate,Employed,890876,266382,48,1.0,Urban,1,0.42,1,0
CUST1144,43,Male,Divorced,2,Graduate,Self-employed,1468260,359061,60,1.0,Rural,0,0.57,2,1
CUST1145,59,Male,Divorced,0,Graduate,Unemployed,722522,542130,48,1.0,Semiurban,1,0.17,2,1
CUST1146,35,Female,Married,1,Not Graduate,Unemployed,399269,175154,72,1.0,Urban,0,0.36,3,1
CUST1147,63,Male,Single,3,Graduate,Self-employed,448738,333074,36,1.0,Semiurban,0,0.28,1,0
CUST1148,49,Female,Widowed,2,Not Graduate,Self-employed,1336871,546547,60,1.0,Semiurban,0,0.29,0,0
CUST1149,56,Female,Married,2,Graduate,Self-employed,510085,325782,12,N/A,Semiurban,0,0.57,1,1
CUST1150,33,Male,Divorced,1,Not Graduate,Self-employed,1242207,317868,24,0.0,Rural,1,0.1,1,1
CUST1151,52,Female,Married,0,Graduate,Self-employed,834191,115738,72,N/A,Semiurban,0,0.55,1,1
CUST1152,27,Male,Married,1,Graduate,Self-employed,1025307,148705,72,1.0,Urban,1,0.59,1,1
CUST1153,42,Male,Divorced,3,Not Graduate,Unemployed,296500,183099,24,1.0,Semiurban,1,0.64,0,1
CUST1154,48,Female,Single,2,Graduate,Employed,523970,195879,36,1.0,Semiurban,0,0.48,0,0
CUST1155,22,Female,Single,0,Graduate,Employed,1411056,143962,36,1.0,Rural,1,0.3,2,0
CUST1156,62,Male,Married,3,Not Graduate,Unemployed,1373204,113109,72,1.0,Urban,1,0.36,1,1
CUST1157,26,Male,Divorced,1,Graduate,Employed,943781,312322,24,1.0,Semiurban,0,0.68,1,1
CUST1158,48,Female,Widowed,2,Not Graduate,Employed,803133,55817,48,1.0,Rural,0,0.63,1,1
CUST1159,48,Female,Married,1,Graduate,Unemployed,870493,543499,12,1.0,Rural,0,0.38,2,1
CUST1160,64,Female,Widowed,0,Not Graduate,Employed,1453394,578272,12,1.0,Semiurban,0,0.67,0,1
CUST1161,64,Female,Married,0,Graduate,Employed,891486,376240,36,1.0,Semiurban,0,0.59,0,1
CUST1162,40,Male,Married,0,Graduate,Unemployed,233043,563426,36,1.0,Semiurban,0,0.64,1,1
CUST1163,50,Female,Divorced,0,Not Graduate,Employed,597294,282359,48,1.0,Rural,1,0.51,1,1
CUST1164,31,Male,Divorced,0,Graduate,Self-employed,1302482,474558,36,1.0,Semiurban,1,0.61,2,1
CUST1165,48,Male,Widowed,1,Not Graduate,Unemployed,330119,441238,12,1.0,Rural,0,0.64,3,1
CUST1166,45,Female,Widowed,0,Not Graduate,Employed,1150636,57988,24,1.0,Urban,1,0.16,0,0
CUST1167,59,Male,Single,0,Not Graduate,Employed,210165,82070,72,0.0,Semiurban,1,0.68,0,1
CUST1168,53,Female,Divorced,2,Graduate,Self-employed,1380442,147491,12,1.0,Urban,1,0.3,0,0
CUST1169,21,Male,Married,0,Graduate,Unemployed,1123374,73659,48,1.0,Urban,0,0.36,2,1
CUST1170,47,Female,Married,2,Graduate,Unemployed,1482265,308474,24,1.0,Urban,0,0.58,1,1
CUST1171,33,Male,Single,2,Not Graduate,Employed,1044516,148113,24,N/A,Rural,0,0.5,2,0
CUST1172,61,Male,Divorced,2,Not Graduate,Self-employed,1264787,498929,72,1.0,Rural,0,0.64,1,1
CUST1173,23,Female,Married,1,Not Graduate,Self-employed,286665,72736,12,1.0,Rural,1,0.34,0,0
CUST1174,59,Female,Single,1,Graduate,Self-employed,1177042,252345,24,1.0,Rural,0,0.32,1,0
CUST1175,26,Male,Single,3,Not Graduate,Self-employed,862737,246571,24,1.0,Urban,0,0.12,1,0
CUST1176,28,Male,Married,3,Graduate,Self-employed,864221,347270,36,1.0,Rural,0,0.38,7,1
CUST1177,47,Female,Married,2,Graduate,Self-employed,1406601,304334,24,1.0,Urban,1,0.53,1,1
CUST1178,29,Male,Widowed,1,Graduate,Unemployed,590014,579678,48,1.0,Urban,1,0.28,2,1
CUST1179,57,Female,Divorced,0,Graduate,Employed,218277,492433,24,1.0,Rural,1,0.38,0,0
CUST1180,53,Male,Widowed,3,Graduate,Employed,1206943,241405,36,1.0,Urban,0,0.23,2,0
CUST1181,62,Female,Single,1,Graduate,Self-employed,717282,423617,60,1.0,Rural,0,0.56,1,1
CUST1182,64,Male,Married,0,Graduate,Unemployed,1014234,134104,60,1.0,Urban,1,0.14,2,1
CUST1183,44,Female,Widowed,0,Graduate,Unemployed,1181001,434583,48,0.0,Semiurban,1,0.52,1,1
CUST1184,35,Female,Single,1,Not Graduate,Self-employed,677536,255729,72,1.0,Rural,1,0.33,0,0
CUST1185,52,Male,Divorced,3,Graduate,Employed,584938,137743,72,1.0,Urban,0,0.12,2,0
CUST1186,52,Female,Married,1,Graduate,Self-employed,1449462,329708,48,1.0,Rural,0,0.61,0,1
CUST1187,44,Male,Widowed,3,Not Graduate,Unemployed,646918,309005,24,1.0,Urban,1,0.39,0,1
CUST1188,61,Female,Divorced,2,Not Graduate,Self-employed,459717,509853,24,1.0,Rural,1,0.46,3,1
CUST1189,32,Female,Widowed,1,Not Graduate,Employed,1146181,323468,60,0.0,Semiurban,1,0.54,0,1
CUST1190,59,Female,Single,1,Not Graduate,Employed,862860,589779,60,1.0,Semiurban,0,0.49,1,0
CUST1191,22,Male,Divorced,3,Graduate,Unemployed,1252591,391373,12,1.0,Rural,0,0.54,2,1
CUST1192,23,Female,Widowed,3,Not Graduate,Self-employed,680588,262531,60,0.0,Rural,1,0.56,0,1
CUST1193,57,Male,Divorced,1,Not Graduate,Self-employed,1236498,84600,60,N/A,Urban,1,0.45,0,0
CUST1194,37,Female,Single,0,Not Graduate,Unemployed,1224050,308590,48,1.0,Urban,0,0.32,2,1
CUST1195,22,Male,Divorced,0,Not Graduate,Self-employed,520956,568298,12,1.0,Rural,1,0.25,0,0
CUST1196,22,Male,Widowed,0,Graduate,Unemployed,209201,224130,72,1.0,Semiurban,0,0.64,1,1
CUST1197,48,Male,Single,2,Not Graduate,Self-employed,219941,180047,12,1.0,Semiurban,0,0.68,0,1
CUST1198,43,Female,Married,2,Not Graduate,Employed,1067073,585646,24,0.0,Rural,1,0.31,3,1
CUST1199,57,Male,Widowed,3,Not Graduate,Unemployed,1306994,121343,24,1.0,Urban,0,0.17,3,1
CUST1200,52,Female,Widowed,2,Not Graduate,Self-employed,503685,295258,12,1.0,Rural,0,0.23,0,0
CUST1201,53,Male,Single,0,Graduate,Self-employed,643155,102268,12,1.0,Rural,0,0.5,0,0
CUST1202,21,Male,Single,1,Not Graduate,Self-employed,1318998,203306,24,1.0,Semiurban,0,0.2,2,0
CUST1203,39,Male,Married,2,Not Graduate,Unemployed,580213,257687,48,1.0,Semiurban,0,0.57,0,1
CUST1204,22,Male,Widowed,2,Not Graduate,Employed,1403598,513095,48,0.0,Urban,0,0.65,1,1
CUST1205,64,Female,Single,0,Graduate,Self-employed,845253,513380,48,1.0,Urban,1,0.68,1,1
CUST1206,46,Male,Married,2,Not Graduate,Unemployed,923163,138104,48,1.0,Rural,0,0.11,3,1
CUST1207,52,Male,Married,3,Not Graduate,Self-employed,351714,340250,24,0.0,Rural,0,0.67,1,1
CUST1208,26,Female,Single,1,Graduate,Employed,241607,543467,36,1.0,Rural,0,0.54,0,1
CUST1209,52,Male,Widowed,0,Not Graduate,Employed,574261,360541,60,1.0,Rural,0,0.15,0,0
CUST1210,24,Male,Divorced,3,Graduate,Employed,545009,479640,60,1.0,Semiurban,0,0.35,1,0
CUST1211,31,Male,Divorced,0,Graduate,Unemployed,267583,363419,60,1.0,Urban,1,0.52,0,1
CUST1212,37,Male,Married,3,Not Graduate,Self-employed,1185926,129372,60,1.0,Urban,0,0.67,1,1
CUST1213,58,Female,Divorced,1,Not Graduate,Unemployed,1001593,129722,24,0.0,Urban,0,0.2,1,1
CUST1214,44,Female,Divorced,1,Graduate,Self-employed,1110044,465973,36,1.0,Urban,1,0.18,2,0
CUST1215,25,Male,Single,3,Graduate,Unemployed,227663,359332,24,1.0,Semiurban,0,0.38,1,1
CUST1216,54,Female,Married,3,Not Graduate,Self-employed,940741,479932,36,1.0,Rural,1,0.68,1,1
CUST1217,26,Female,Widowed,3,Graduate,Unemployed,958707,370882,24,1.0,Urban,1,0.68,2,1
CUST1218,42,Male,Married,3,Graduate,Self-employed,1411649,184706,12,1.0,Urban,0,0.24,0,0
CUST1219,31,Female,Single,3,Not Graduate,Unemployed,1388977,439078,36,1.0,Rural,1,0.29,0,1
CUST1220,36,Male,Divorced,3,Graduate,Employed,1039537,70856,60,0.0,Semiurban,1,0.64,1,1
CUST1221,53,Female,Widowed,1,Graduate,Unemployed,1049868,540271,36,1.0,Semiurban,0,0.54,1,1
CUST1222,29,Female,Married,3,Graduate,Employed,1379281,395270,72,1.0,Urban,0,0.68,1,1
CUST1223,26,Female,Divorced,2,Graduate,Employed,454928,124137,48,1.0,Urban,1,0.64,1,1
CUST1224,36,Male,Married,1,Graduate,Self-employed,816923,574636,36,0.0,Urban,1,0.23,2,1
CUST1225,49,Female,Widowed,0,Graduate,Employed,476386,446094,72,1.0,Semiurban,0,0.56,1,1
CUST1226,23,Male,Married,1,Not Graduate,Employed,298901,153053,48,1.0,Urban,0,0.13,2,0
CUST1227,40,Male,Married,0,Graduate,Self-employed,355812,225101,72,1.0,Rural,0,0.59,1,1
CUST1228,56,Female,Married,0,Not Graduate,Unemployed,1279552,529130,48,1.0,Semiurban,0,0.46,2,1
CUST1229,39,Male,Divorced,2,Not Graduate,Unemployed,1419715,246610,12,1.0,Semiurban,0,0.67,0,1
CUST1230,46,Female,Widowed,3,Not Graduate,Employed,1259807,296877,36,0.0,Rural,1,0.68,0,1
CUST1231,23,Male,Widowed,3,Not Graduate,Unemployed,1382976,337802,72,N/A,Rural,1,0.13,1,1
CUST1232,39,Male,Divorced,1,Not Graduate,Employed,1494476,423142,12,1.0,Semiurban,1,0.2,0,0
CUST1233,40,Female,Divorced,3,Not Graduate,Unemployed,225261,392033,60,1.0,Urban,1,0.39,1,1
CUST1234,52,Female,Divorced,2,Not Graduate,Unemployed,362814,235070,36,1.0,Semiurban,0,0.63,1,1
CUST1235,27,Female,Single,1,Not Graduate,Unemployed,1252166,289463,24,1.0,Urban,1,0.59,1,1
CUST1236,61,Female,Married,1,Graduate,Employed,578870,175513,24,1.0,Rural,1,0.68,2,1
CUST1237,53,Male,Married,1,Not Graduate,Self-employed,1429874,521927,24,1.0,Urban,1,0.47,1,0
CUST1238,60,Male,Widowed,3,Not Graduate,Unemployed,811830,494747,72,1.0,Rural,0,0.25,0,1
CUST1239,59,Male,Married,3,Not Graduate,Unemployed,213570,365560,72,1.0,Urban,0,0.12,2,1
CUST1240,38,Female,Single,3,Graduate,Unemployed,431601,298583,48,1.0,Urban,0,0.23,1,1
CUST1241,60,Male,Divorced,1,Not Graduate,Employed,950489,198304,24,1.0,Rural,0,0.51,1,1
CUST1242,21,Female,Widowed,1,Graduate,Self-employed,1206947,247128,60,1.0,Urban,1,0.66,0,1
CUST1243,31,Male,Widowed,0,Not Graduate,Employed,1225689,299336,72,1.0,Semiurban,1,0.29,0,0
CUST1244,48,Female,Married,0,Not Graduate,Unemployed,588034,595785,36,1.0,Urban,1,0.63,1,1
CUST1245,45,Male,Widowed,3,Graduate,Employed,1199787,535679,72,1.0,Semiurban,1,0.34,0,0
CUST1246,43,Male,Divorced,1,Not Graduate,Unemployed,606582,56258,36,0.0,Rural,1,0.28,0,1
CUST1247,51,Female,Widowed,3,Graduate,Unemployed,1062800,368103,72,1.0,Urban,1,0.41,0,1
